assessment,assessment_status,type_of_assessment,is_custom,grade,module,curriculum,school,date_launched,date_completed,overall_points_achieved,overall_points_possible,overall_percentage,performance_band
"Grade 5, Module 6, Topic D Quiz 2",open,TQ,FALSE,5,6,em2ca,Songbird Meadows Elementary School,8/18/25,8/18/25,6,8,75,proficient
"Grade 4, Module 1, Topic F Quiz 1",open,TQ,FALSE,4,1,em2ca,Driftwood Elementary School,9/14/25,9/14/25,10,11,91,advanced
"Grade 3, Module 1, Topic C Quiz 1",open,TQ,FALSE,3,1,em2ca,Songbird Meadows Elementary School,3/22/25,3/22/25,8,12,67,proficient
"Grade 3, Module 5, Topic D Quiz 2",open,TQ,FALSE,3,5,em2ca,Birchwood Elementary School,5/3/25,5/3/25,1,7,14,not yet proficient
"Grade 5, Module 3, Topic B Quiz 2",open,TQ,FALSE,5,3,em2ca,Birchwood Elementary School,10/16/25,10/16/25,7,16,44,not yet proficient
"Grade 4, Module 1, Topic D Quiz 1",open,TQ,FALSE,4,1,em2ca,Heritage Pines Elementary School,2/1/25,2/1/25,9,11,82,advanced
"Grade 3, Module 6, Topic C Quiz 2",open,TQ,FALSE,3,6,em2ca,Glacier Peak Elementary School,6/13/25,6/13/25,7,17,41,not yet proficient
"Grade 4, Module 5, Topic C Quiz 3",open,TQ,FALSE,4,5,em2ca,Lantern Hill Elementary School,6/25/25,6/25/25,6,10,60,partially proficient
"Grade 4, Module 6, Topic E Quiz 2",open,TQ,FALSE,4,6,em2ca,Periwinkle Elementary School,4/18/25,4/18/25,8,12,67,proficient
"Grade 5, Module 1, Topic C Quiz 1",open,TQ,FALSE,5,1,em2ca,Thornberry Elementary School,4/8/25,4/8/25,5,13,38,not yet proficient
"Grade 5, Module 2, Topic F Quiz 2",open,TQ,FALSE,5,2,em2ca,Songbird Meadows Elementary School,7/14/25,7/14/25,15,16,94,advanced
"Grade 4, Module 6, Topic A Quiz 2",open,TQ,FALSE,4,6,em2ca,Foxglen Elementary School,4/14/25,4/14/25,4,18,22,not yet proficient
"Grade 5, Module 5, Topic A Quiz 3",open,TQ,FALSE,5,5,em2ca,Sunflower Ridge Elementary School,8/22/25,8/22/25,2,7,29,not yet proficient
"Grade 4, Module 3, Topic A Quiz 3",open,TQ,FALSE,4,3,em2ca,Driftwood Elementary School,8/28/25,8/28/25,10,11,91,advanced
"Grade 3, Module 2, Topic C Quiz 1",open,TQ,FALSE,3,2,em2ca,Riverbend Elementary School,4/11/25,4/11/25,6,12,50,partially proficient
"Grade 5, Module 3, Topic E Quiz 2",open,TQ,FALSE,5,3,em2ca,Driftwood Elementary School,9/11/25,9/11/25,10,11,91,advanced
"Grade 4, Module 3, Topic C Quiz 2",open,TQ,FALSE,4,3,em2ca,Lantern Hill Elementary School,6/12/25,6/12/25,6,8,75,proficient
"Grade 4, Module 5, Topic A Quiz 1",open,TQ,FALSE,4,5,em2ca,Glacier Peak Elementary School,4/11/25,4/11/25,5,8,63,partially proficient
"Grade 3, Module 5, Topic A Quiz 3",open,TQ,FALSE,3,5,em2ca,Aspen Grove Elementary School,6/2/25,6/2/25,8,18,44,not yet proficient
"Grade 4, Module 6, Topic A Quiz 3",open,TQ,FALSE,4,6,em2ca,Copperfield Elementary School,10/4/25,10/4/25,5,18,28,not yet proficient
"Grade 5, Module 1, Topic A Quiz 1",open,TQ,FALSE,5,1,em2ca,Heritage Pines Elementary School,2/15/25,2/15/25,9,9,100,advanced
"Grade 4, Module 4, Topic A Quiz 3",open,TQ,FALSE,4,4,em2ca,Wildflower Elementary School,1/12/25,1/12/25,8,15,53,partially proficient
"Grade 4, Module 1, Topic E Quiz 3",open,TQ,FALSE,4,1,em2ca,Birchwood Elementary School,7/11/25,7/11/25,2,9,22,not yet proficient
"Grade 4, Module 5, Topic C Quiz 1",open,TQ,FALSE,4,5,em2ca,Periwinkle Elementary School,3/20/25,3/20/25,8,12,67,proficient
"Grade 5, Module 1, Topic D Quiz 1",open,TQ,FALSE,5,1,em2ca,Aspen Grove Elementary School,2/28/25,2/28/25,8,8,100,advanced
"Grade 5, Module 3, Topic A Quiz 2",open,TQ,FALSE,5,3,em2ca,Hawthorn Park Elementary School,4/28/25,4/28/25,17,18,94,advanced
"Grade 3, Module 3, Topic A Quiz 2",open,TQ,FALSE,3,3,em2ca,Driftwood Elementary School,4/26/25,4/26/25,9,14,64,partially proficient
"Grade 5, Module 1, Topic D Quiz 1",open,TQ,FALSE,5,1,em2ca,Crescent Cove Elementary School,7/21/25,7/21/25,12,13,92,advanced
"Grade 4, Module 5, Topic A Quiz 3",open,TQ,FALSE,4,5,em2ca,Lantern Hill Elementary School,1/21/25,1/21/25,6,8,75,proficient
"Grade 5, Module 4, Topic A Quiz 3",open,TQ,FALSE,5,4,em2ca,Periwinkle Elementary School,5/11/25,5/11/25,12,18,67,proficient
"Grade 4, Module 1, Topic D Quiz 2",open,TQ,FALSE,4,1,em2ca,Birchwood Elementary School,4/20/25,4/20/25,2,6,33,not yet proficient
"Grade 3, Module 1, Topic E Quiz 3",open,TQ,FALSE,3,1,em2ca,Wildflower Elementary School,9/22/25,9/22/25,8,15,53,partially proficient
"Grade 3, Module 5, Topic C Quiz 3",open,TQ,FALSE,3,5,em2ca,Thornberry Elementary School,9/9/25,9/9/25,5,16,31,not yet proficient
"Grade 3, Module 5, Topic F Quiz 1",open,TQ,FALSE,3,5,em2ca,Sunflower Ridge Elementary School,10/18/25,10/18/25,3,12,25,not yet proficient
"Grade 4, Module 2, Topic E Quiz 3",open,TQ,FALSE,4,2,em2ca,Sunflower Ridge Elementary School,7/16/25,7/16/25,3,8,38,not yet proficient
"Grade 4, Module 1, Topic C Quiz 2",open,TQ,FALSE,4,1,em2ca,Cobblestone Elementary School,11/23/25,11/23/25,1,6,17,not yet proficient
"Grade 5, Module 4, Topic D Quiz 1",open,TQ,FALSE,5,4,em2ca,Aspen Grove Elementary School,10/23/25,10/23/25,3,7,43,not yet proficient
"Grade 5, Module 6, Topic E Quiz 1",open,TQ,FALSE,5,6,em2ca,Lantern Hill Elementary School,11/19/25,11/19/25,3,6,50,partially proficient
"Grade 4, Module 3, Topic A Quiz 2",open,TQ,FALSE,4,3,em2ca,Wildflower Elementary School,9/11/25,9/11/25,8,14,57,partially proficient
"Grade 4, Module 6, Topic F Quiz 3",open,TQ,FALSE,4,6,em2ca,Birchwood Elementary School,8/15/25,8/15/25,3,13,23,not yet proficient
"Grade 3, Module 5, Topic B Quiz 1",open,TQ,FALSE,3,5,em2ca,Songbird Meadows Elementary School,1/12/25,1/12/25,11,16,69,proficient
"Grade 5, Module 2, Topic D Quiz 1",open,TQ,FALSE,5,2,em2ca,Driftwood Elementary School,3/15/25,3/15/25,6,6,100,advanced
"Grade 3, Module 3, Topic F Quiz 1",open,TQ,FALSE,3,3,em2ca,Glacier Peak Elementary School,3/2/25,3/2/25,10,18,56,partially proficient
"Grade 4, Module 2, Topic F Quiz 1",open,TQ,FALSE,4,2,em2ca,Aspen Grove Elementary School,8/23/25,8/23/25,9,11,82,advanced
"Grade 5, Module 1, Topic B Quiz 2",open,TQ,FALSE,5,1,em2ca,Driftwood Elementary School,9/4/25,9/4/25,5,6,83,advanced
"Grade 4, Module 3, Topic F Quiz 1",open,TQ,FALSE,4,3,em2ca,Copperfield Elementary School,7/13/25,7/13/25,12,17,71,proficient
"Grade 5, Module 6, Topic C Quiz 3",open,TQ,FALSE,5,6,em2ca,Marigold Elementary School,7/8/25,7/8/25,13,16,81,advanced
"Grade 3, Module 3, Topic A Quiz 1",open,TQ,FALSE,3,3,em2ca,Sunflower Ridge Elementary School,4/27/25,4/27/25,1,12,8,not yet proficient
"Grade 3, Module 2, Topic B Quiz 3",open,TQ,FALSE,3,2,em2ca,Wildflower Elementary School,3/21/25,3/21/25,8,15,53,partially proficient
"Grade 4, Module 5, Topic A Quiz 1",open,TQ,FALSE,4,5,em2ca,Thornberry Elementary School,6/9/25,6/9/25,2,9,22,not yet proficient
"Grade 4, Module 5, Topic D Quiz 3",open,TQ,FALSE,4,5,em2ca,Foxglen Elementary School,8/23/25,8/23/25,7,17,41,not yet proficient
"Grade 3, Module 5, Topic C Quiz 1",open,TQ,FALSE,3,5,em2ca,Periwinkle Elementary School,6/13/25,6/13/25,3,7,43,not yet proficient
"Grade 4, Module 6, Topic C Quiz 1",open,TQ,FALSE,4,6,em2ca,Quartz Creek Elementary School,2/14/25,2/14/25,3,7,43,not yet proficient
"Grade 5, Module 1, Topic A Quiz 1",open,TQ,FALSE,5,1,em2ca,Foxglen Elementary School,10/10/25,10/10/25,4,7,57,partially proficient
"Grade 3, Module 1, Topic B Quiz 1",open,TQ,FALSE,3,1,em2ca,Quartz Creek Elementary School,1/4/25,1/4/25,4,7,57,partially proficient
"Grade 4, Module 4, Topic C Quiz 2",open,TQ,FALSE,4,4,em2ca,Riverbend Elementary School,5/20/25,5/20/25,4,11,36,not yet proficient
"Grade 4, Module 6, Topic F Quiz 3",open,TQ,FALSE,4,6,em2ca,Marigold Elementary School,9/5/25,9/5/25,5,8,63,partially proficient
"Grade 4, Module 4, Topic B Quiz 3",open,TQ,FALSE,4,4,em2ca,Aspen Grove Elementary School,5/3/25,5/3/25,4,11,36,not yet proficient
"Grade 4, Module 2, Topic E Quiz 1",open,TQ,FALSE,4,2,em2ca,Thornberry Elementary School,10/19/25,10/19/25,6,15,40,not yet proficient
"Grade 3, Module 3, Topic D Quiz 2",open,TQ,FALSE,3,3,em2ca,Sunflower Ridge Elementary School,7/28/25,7/28/25,3,15,20,not yet proficient
"Grade 3, Module 1, Topic F Quiz 3",open,TQ,FALSE,3,1,em2ca,Riverbend Elementary School,6/6/25,6/6/25,5,11,45,partially proficient
"Grade 3, Module 1, Topic C Quiz 3",open,TQ,FALSE,3,1,em2ca,Cobblestone Elementary School,1/18/25,1/18/25,1,6,17,not yet proficient
"Grade 4, Module 4, Topic D Quiz 1",open,TQ,FALSE,4,4,em2ca,Sunflower Ridge Elementary School,8/1/25,8/1/25,1,12,8,not yet proficient
"Grade 5, Module 6, Topic B Quiz 2",open,TQ,FALSE,5,6,em2ca,Periwinkle Elementary School,2/23/25,2/23/25,6,7,86,advanced
"Grade 5, Module 3, Topic E Quiz 3",open,TQ,FALSE,5,3,em2ca,Driftwood Elementary School,2/6/25,2/6/25,7,7,100,advanced
"Grade 3, Module 3, Topic A Quiz 1",open,TQ,FALSE,3,3,em2ca,Crescent Cove Elementary School,4/12/25,4/12/25,6,8,75,proficient
"Grade 4, Module 3, Topic B Quiz 1",open,TQ,FALSE,4,3,em2ca,Foxglen Elementary School,8/22/25,8/22/25,4,10,40,not yet proficient
"Grade 5, Module 1, Topic D Quiz 3",open,TQ,FALSE,5,1,em2ca,Songbird Meadows Elementary School,9/12/25,9/12/25,6,7,86,advanced
"Grade 4, Module 6, Topic D Quiz 3",open,TQ,FALSE,4,6,em2ca,Aspen Grove Elementary School,11/2/25,11/2/25,8,16,50,partially proficient
"Grade 4, Module 2, Topic F Quiz 2",open,TQ,FALSE,4,2,em2ca,Riverbend Elementary School,1/15/25,1/15/25,4,9,44,not yet proficient
"Grade 5, Module 5, Topic A Quiz 1",open,TQ,FALSE,5,5,em2ca,Lantern Hill Elementary School,3/27/25,3/27/25,11,16,69,proficient
"Grade 4, Module 2, Topic F Quiz 3",open,TQ,FALSE,4,2,em2ca,Birchwood Elementary School,10/11/25,10/11/25,7,15,47,partially proficient
"Grade 5, Module 4, Topic D Quiz 2",open,TQ,FALSE,5,4,em2ca,Periwinkle Elementary School,1/18/25,1/18/25,10,14,71,proficient
"Grade 5, Module 3, Topic F Quiz 1",open,TQ,FALSE,5,3,em2ca,Foxglen Elementary School,1/4/25,1/4/25,6,16,38,not yet proficient
"Grade 5, Module 4, Topic F Quiz 2",open,TQ,FALSE,5,4,em2ca,Sunflower Ridge Elementary School,2/20/25,2/20/25,3,11,27,not yet proficient
"Grade 4, Module 6, Topic B Quiz 1",open,TQ,FALSE,4,6,em2ca,Hawthorn Park Elementary School,1/17/25,1/17/25,8,10,80,advanced
"Grade 3, Module 2, Topic B Quiz 2",open,TQ,FALSE,3,2,em2ca,Wildflower Elementary School,9/21/25,9/21/25,7,12,58,partially proficient
"Grade 5, Module 5, Topic F Quiz 3",open,TQ,FALSE,5,5,em2ca,Lantern Hill Elementary School,3/24/25,3/24/25,7,9,78,proficient
"Grade 3, Module 1, Topic D Quiz 2",open,TQ,FALSE,3,1,em2ca,Foxglen Elementary School,7/7/25,7/7/25,4,10,40,not yet proficient
"Grade 4, Module 6, Topic E Quiz 2",open,TQ,FALSE,4,6,em2ca,Crescent Cove Elementary School,10/13/25,10/13/25,18,18,100,advanced
"Grade 4, Module 4, Topic C Quiz 3",open,TQ,FALSE,4,4,em2ca,Aspen Grove Elementary School,11/19/25,11/19/25,3,6,50,partially proficient
"Grade 3, Module 2, Topic F Quiz 3",open,TQ,FALSE,3,2,em2ca,Foxglen Elementary School,1/2/25,1/2/25,3,14,21,not yet proficient
"Grade 4, Module 6, Topic A Quiz 3",open,TQ,FALSE,4,6,em2ca,Driftwood Elementary School,5/7/25,5/7/25,6,11,55,partially proficient
"Grade 3, Module 3, Topic E Quiz 1",open,TQ,FALSE,3,3,em2ca,Marigold Elementary School,8/27/25,8/27/25,12,18,67,proficient
"Grade 4, Module 1, Topic B Quiz 2",open,TQ,FALSE,4,1,em2ca,Aspen Grove Elementary School,3/10/25,3/10/25,13,17,76,proficient
"Grade 3, Module 4, Topic C Quiz 2",open,TQ,FALSE,3,4,em2ca,Lantern Hill Elementary School,5/8/25,5/8/25,5,11,45,partially proficient
"Grade 5, Module 6, Topic E Quiz 1",open,TQ,FALSE,5,6,em2ca,Riverbend Elementary School,4/13/25,4/13/25,10,18,56,partially proficient
"Grade 4, Module 3, Topic B Quiz 2",open,TQ,FALSE,4,3,em2ca,Sunflower Ridge Elementary School,10/13/25,10/13/25,3,14,21,not yet proficient
"Grade 3, Module 4, Topic E Quiz 2",open,TQ,FALSE,3,4,em2ca,Riverbend Elementary School,11/2/25,11/2/25,5,12,42,not yet proficient
"Grade 5, Module 5, Topic D Quiz 3",open,TQ,FALSE,5,5,em2ca,Sequoia Elementary School,4/9/25,4/9/25,8,9,89,advanced
"Grade 4, Module 1, Topic B Quiz 2",open,TQ,FALSE,4,1,em2ca,Thornberry Elementary School,8/26/25,8/26/25,7,17,41,not yet proficient
"Grade 3, Module 1, Topic A Quiz 3",open,TQ,FALSE,3,1,em2ca,Aspen Grove Elementary School,6/21/25,6/21/25,8,15,53,partially proficient
"Grade 5, Module 1, Topic E Quiz 3",open,TQ,FALSE,5,1,em2ca,Wildflower Elementary School,11/10/25,11/10/25,9,16,56,partially proficient
"Grade 4, Module 6, Topic B Quiz 1",open,TQ,FALSE,4,6,em2ca,Driftwood Elementary School,5/7/25,5/7/25,4,6,67,proficient
"Grade 3, Module 5, Topic F Quiz 1",open,TQ,FALSE,3,5,em2ca,Thornberry Elementary School,8/9/25,8/9/25,5,15,33,not yet proficient
"Grade 5, Module 3, Topic D Quiz 1",open,TQ,FALSE,5,3,em2ca,Lantern Hill Elementary School,2/22/25,2/22/25,8,10,80,advanced
"Grade 4, Module 1, Topic D Quiz 2",open,TQ,FALSE,4,1,em2ca,Hawthorn Park Elementary School,3/19/25,3/19/25,10,11,91,advanced
"Grade 5, Module 6, Topic D Quiz 2",open,TQ,FALSE,5,6,em2ca,Hawthorn Park Elementary School,11/23/25,11/23/25,5,7,71,proficient
"Grade 4, Module 1, Topic E Quiz 2",open,TQ,FALSE,4,1,em2ca,Hawthorn Park Elementary School,6/8/25,6/8/25,7,8,88,advanced
"Grade 5, Module 1, Topic F Quiz 1",open,TQ,FALSE,5,1,em2ca,Hawthorn Park Elementary School,4/15/25,4/15/25,12,13,92,advanced
"Grade 3, Module 4, Topic A Quiz 3",open,TQ,FALSE,3,4,em2ca,Wildflower Elementary School,5/10/25,5/10/25,2,6,33,not yet proficient
"Grade 3, Module 1, Topic B Quiz 1",open,TQ,FALSE,3,1,em2ca,Foxglen Elementary School,8/5/25,8/5/25,6,14,43,not yet proficient
"Grade 3, Module 6, Topic B Quiz 1",open,TQ,FALSE,3,6,em2ca,Birchwood Elementary School,7/25/25,7/25/25,1,8,13,not yet proficient
"Grade 3, Module 2, Topic D Quiz 3",open,TQ,FALSE,3,2,em2ca,Sunflower Ridge Elementary School,9/6/25,9/6/25,3,10,30,not yet proficient
"Grade 4, Module 4, Topic A Quiz 3",open,TQ,FALSE,4,4,em2ca,Riverbend Elementary School,1/13/25,1/13/25,4,17,24,not yet proficient
"Grade 3, Module 5, Topic F Quiz 2",open,TQ,FALSE,3,5,em2ca,Quartz Creek Elementary School,4/17/25,4/17/25,6,15,40,not yet proficient
"Grade 5, Module 4, Topic A Quiz 3",open,TQ,FALSE,5,4,em2ca,Lantern Hill Elementary School,3/11/25,3/11/25,8,12,67,proficient
"Grade 5, Module 6, Topic A Quiz 2",open,TQ,FALSE,5,6,em2ca,Crescent Cove Elementary School,10/26/25,10/26/25,14,14,100,advanced
"Grade 4, Module 2, Topic D Quiz 1",open,TQ,FALSE,4,2,em2ca,Lantern Hill Elementary School,11/20/25,11/20/25,4,7,57,partially proficient
"Grade 4, Module 3, Topic A Quiz 2",open,TQ,FALSE,4,3,em2ca,Marigold Elementary School,4/19/25,4/19/25,7,10,70,proficient
"Grade 4, Module 5, Topic C Quiz 1",open,TQ,FALSE,4,5,em2ca,Aspen Grove Elementary School,11/28/25,11/28/25,8,13,62,partially proficient
"Grade 3, Module 5, Topic F Quiz 1",open,TQ,FALSE,3,5,em2ca,Quartz Creek Elementary School,1/20/25,1/20/25,4,9,44,not yet proficient
"Grade 3, Module 4, Topic A Quiz 1",open,TQ,FALSE,3,4,em2ca,Foxglen Elementary School,5/22/25,5/22/25,1,8,13,not yet proficient
"Grade 5, Module 4, Topic D Quiz 2",open,TQ,FALSE,5,4,em2ca,Driftwood Elementary School,4/26/25,4/26/25,4,6,67,proficient
"Grade 3, Module 3, Topic A Quiz 1",open,TQ,FALSE,3,3,em2ca,Foxglen Elementary School,5/14/25,5/14/25,3,10,30,not yet proficient
"Grade 4, Module 3, Topic A Quiz 2",open,TQ,FALSE,4,3,em2ca,Songbird Meadows Elementary School,4/10/25,4/10/25,7,10,70,proficient
"Grade 5, Module 4, Topic E Quiz 1",open,TQ,FALSE,5,4,em2ca,Wildflower Elementary School,11/23/25,11/23/25,11,18,61,partially proficient
"Grade 4, Module 6, Topic F Quiz 1",open,TQ,FALSE,4,6,em2ca,Cobblestone Elementary School,8/15/25,8/15/25,1,9,11,not yet proficient
"Grade 5, Module 2, Topic A Quiz 1",open,TQ,FALSE,5,2,em2ca,Marigold Elementary School,11/5/25,11/5/25,11,15,73,proficient
"Grade 4, Module 4, Topic A Quiz 1",open,TQ,FALSE,4,4,em2ca,Copperfield Elementary School,7/10/25,7/10/25,4,9,44,not yet proficient
"Grade 4, Module 2, Topic C Quiz 1",open,TQ,FALSE,4,2,em2ca,Hawthorn Park Elementary School,7/10/25,7/10/25,12,14,86,advanced
"Grade 4, Module 2, Topic E Quiz 2",open,TQ,FALSE,4,2,em2ca,Heritage Pines Elementary School,8/6/25,8/6/25,18,18,100,advanced
"Grade 5, Module 1, Topic C Quiz 2",open,TQ,FALSE,5,1,em2ca,Lantern Hill Elementary School,6/28/25,6/28/25,9,14,64,partially proficient
"Grade 4, Module 6, Topic C Quiz 3",open,TQ,FALSE,4,6,em2ca,Sunflower Ridge Elementary School,11/21/25,11/21/25,3,18,17,not yet proficient
"Grade 5, Module 2, Topic A Quiz 1",open,TQ,FALSE,5,2,em2ca,Heritage Pines Elementary School,11/20/25,11/20/25,14,14,100,advanced
"Grade 5, Module 6, Topic D Quiz 3",open,TQ,FALSE,5,6,em2ca,Cobblestone Elementary School,6/6/25,6/6/25,2,7,29,not yet proficient
"Grade 5, Module 1, Topic E Quiz 3",open,TQ,FALSE,5,1,em2ca,Hawthorn Park Elementary School,10/14/25,10/14/25,8,10,80,advanced
"Grade 3, Module 1, Topic C Quiz 2",open,TQ,FALSE,3,1,em2ca,Crescent Cove Elementary School,4/21/25,4/21/25,10,14,71,proficient
"Grade 4, Module 4, Topic B Quiz 2",open,TQ,FALSE,4,4,em2ca,Crescent Cove Elementary School,3/13/25,3/13/25,9,14,64,partially proficient
"Grade 3, Module 3, Topic B Quiz 3",open,TQ,FALSE,3,3,em2ca,Hawthorn Park Elementary School,1/28/25,1/28/25,10,12,83,advanced
"Grade 3, Module 4, Topic D Quiz 1",open,TQ,FALSE,3,4,em2ca,Foxglen Elementary School,9/25/25,9/25/25,3,10,30,not yet proficient
"Grade 3, Module 2, Topic F Quiz 3",open,TQ,FALSE,3,2,em2ca,Songbird Meadows Elementary School,11/22/25,11/22/25,8,10,80,advanced
"Grade 4, Module 6, Topic E Quiz 1",open,TQ,FALSE,4,6,em2ca,Hawthorn Park Elementary School,9/23/25,9/23/25,6,10,60,partially proficient
"Grade 3, Module 4, Topic A Quiz 1",open,TQ,FALSE,3,4,em2ca,Lantern Hill Elementary School,5/6/25,5/6/25,5,13,38,not yet proficient
"Grade 4, Module 3, Topic B Quiz 2",open,TQ,FALSE,4,3,em2ca,Songbird Meadows Elementary School,6/4/25,6/4/25,13,18,72,proficient
"Grade 4, Module 4, Topic B Quiz 3",open,TQ,FALSE,4,4,em2ca,Crescent Cove Elementary School,6/20/25,6/20/25,10,13,77,proficient
"Grade 4, Module 5, Topic C Quiz 3",open,TQ,FALSE,4,5,em2ca,Marigold Elementary School,2/26/25,2/26/25,10,13,77,proficient
"Grade 4, Module 4, Topic F Quiz 3",open,TQ,FALSE,4,4,em2ca,Cobblestone Elementary School,8/9/25,8/9/25,3,14,21,not yet proficient
"Grade 3, Module 3, Topic A Quiz 3",open,TQ,FALSE,3,3,em2ca,Cobblestone Elementary School,10/3/25,10/3/25,0,16,0,not yet proficient
"Grade 4, Module 4, Topic D Quiz 1",open,TQ,FALSE,4,4,em2ca,Heritage Pines Elementary School,7/21/25,7/21/25,12,17,71,proficient
"Grade 5, Module 3, Topic B Quiz 1",open,TQ,FALSE,5,3,em2ca,Sunflower Ridge Elementary School,1/1/25,1/1/25,7,17,41,not yet proficient
"Grade 4, Module 3, Topic B Quiz 1",open,TQ,FALSE,4,3,em2ca,Foxglen Elementary School,7/8/25,7/8/25,2,6,33,not yet proficient
"Grade 5, Module 3, Topic C Quiz 1",open,TQ,FALSE,5,3,em2ca,Sequoia Elementary School,7/22/25,7/22/25,7,7,100,advanced
"Grade 5, Module 2, Topic C Quiz 1",open,TQ,FALSE,5,2,em2ca,Periwinkle Elementary School,8/10/25,8/10/25,15,18,83,advanced
"Grade 5, Module 4, Topic F Quiz 1",open,TQ,FALSE,5,4,em2ca,Cobblestone Elementary School,11/8/25,11/8/25,2,16,13,not yet proficient
"Grade 5, Module 4, Topic A Quiz 3",open,TQ,FALSE,5,4,em2ca,Aspen Grove Elementary School,3/9/25,3/9/25,10,15,67,proficient
"Grade 3, Module 1, Topic C Quiz 3",open,TQ,FALSE,3,1,em2ca,Sunflower Ridge Elementary School,5/16/25,5/16/25,2,15,13,not yet proficient
"Grade 3, Module 5, Topic B Quiz 1",open,TQ,FALSE,3,5,em2ca,Sunflower Ridge Elementary School,4/12/25,4/12/25,1,17,6,not yet proficient
"Grade 3, Module 3, Topic E Quiz 1",open,TQ,FALSE,3,3,em2ca,Wildflower Elementary School,3/11/25,3/11/25,7,14,50,partially proficient
"Grade 5, Module 1, Topic C Quiz 1",open,TQ,FALSE,5,1,em2ca,Riverbend Elementary School,1/13/25,1/13/25,8,16,50,partially proficient
"Grade 4, Module 3, Topic E Quiz 3",open,TQ,FALSE,4,3,em2ca,Crescent Cove Elementary School,3/10/25,3/10/25,5,7,71,proficient
"Grade 5, Module 1, Topic E Quiz 1",open,TQ,FALSE,5,1,em2ca,Periwinkle Elementary School,3/10/25,3/10/25,10,11,91,advanced
"Grade 4, Module 2, Topic B Quiz 2",open,TQ,FALSE,4,2,em2ca,Sunflower Ridge Elementary School,5/5/25,5/5/25,3,10,30,not yet proficient
"Grade 4, Module 3, Topic F Quiz 3",open,TQ,FALSE,4,3,em2ca,Copperfield Elementary School,2/17/25,2/17/25,11,17,65,proficient
"Grade 5, Module 6, Topic D Quiz 2",open,TQ,FALSE,5,6,em2ca,Cobblestone Elementary School,11/17/25,11/17/25,1,14,7,not yet proficient
"Grade 3, Module 1, Topic A Quiz 3",open,TQ,FALSE,3,1,em2ca,Songbird Meadows Elementary School,1/9/25,1/9/25,5,8,63,partially proficient
"Grade 3, Module 6, Topic C Quiz 3",open,TQ,FALSE,3,6,em2ca,Thornberry Elementary School,2/15/25,2/15/25,3,12,25,not yet proficient
"Grade 5, Module 3, Topic B Quiz 2",open,TQ,FALSE,5,3,em2ca,Songbird Meadows Elementary School,8/13/25,8/13/25,8,10,80,advanced
"Grade 5, Module 1, Topic E Quiz 1",open,TQ,FALSE,5,1,em2ca,Lantern Hill Elementary School,11/12/25,11/12/25,8,13,62,partially proficient
"Grade 3, Module 2, Topic B Quiz 3",open,TQ,FALSE,3,2,em2ca,Lantern Hill Elementary School,4/21/25,4/21/25,9,12,75,proficient
"Grade 3, Module 6, Topic A Quiz 3",open,TQ,FALSE,3,6,em2ca,Glacier Peak Elementary School,5/12/25,5/12/25,7,17,41,not yet proficient
"Grade 4, Module 2, Topic E Quiz 1",open,TQ,FALSE,4,2,em2ca,Sunflower Ridge Elementary School,7/24/25,7/24/25,3,8,38,not yet proficient
"Grade 5, Module 3, Topic F Quiz 2",open,TQ,FALSE,5,3,em2ca,Hawthorn Park Elementary School,10/3/25,10/3/25,12,16,75,proficient
"Grade 4, Module 4, Topic E Quiz 1",open,TQ,FALSE,4,4,em2ca,Sequoia Elementary School,2/18/25,2/18/25,7,10,70,proficient
"Grade 3, Module 1, Topic A Quiz 1",open,TQ,FALSE,3,1,em2ca,Wildflower Elementary School,8/24/25,8/24/25,4,8,50,partially proficient
"Grade 5, Module 3, Topic D Quiz 3",open,TQ,FALSE,5,3,em2ca,Birchwood Elementary School,10/26/25,10/26/25,4,12,33,not yet proficient
"Grade 5, Module 3, Topic D Quiz 3",open,TQ,FALSE,5,3,em2ca,Foxglen Elementary School,3/20/25,3/20/25,4,8,50,partially proficient
"Grade 3, Module 5, Topic B Quiz 1",open,TQ,FALSE,3,5,em2ca,Foxglen Elementary School,7/20/25,7/20/25,3,8,38,not yet proficient
